First Name,Gender,Start Date,Last Login Time,Salary,Bonus %,Senior Management,Team
Doris,Female,7/29/1992,6:40 PM,85215,7.425,True,Human Resources
Kathryn,Female,6/9/1988,9:29 AM,86439,7.799,False,Finance
Billy,Female,3/16/2004,8:21 AM,62913,18.241,True,Marketing
Norma,Female,4/16/1996,5:40 AM,38872,9.302,True,Business Development
Richard,Female,11/28/1992,5:05 PM,124655,14.272,True,Engineering
Craig,Male,2/8/1984,4:45 AM,113506,19.642,False,Marketing
Sarah,Female,7/20/1990,10:49 PM,109980,8.86,False,Sales
Sharon,Female,3/9/2014,4:39 PM,91522,7.564,False,Finance
Mary,Female,8/22/2010,8:03 AM,42214,17.538,True,Business Development
Steve,Female,2/23/2002,3:55 AM,83159,9.55,True,Distribution
Joe,Male,12/5/2010,4:20 PM,144082,1.62,True,Client Services
Jeremy,Male,5/29/1994,6:24 AM,47885,19.276,True,Human Resources
Ernest,Male,8/14/2012,11:25 AM,126232,6.191,True,Sales
Kevin,Male,6/23/1981,8:26 PM,134598,11.699,False,Business Development
Jacqueline,Female,2/11/2007,2:01 AM,66604,14.609,False,Legal
Johnny,Male,9/14/1992,8:21 AM,115194,5.861,True,Marketing
Gary,Male,8/18/2011,8:12 AM,49101,11.9,True,Business Development
Shirley,Female,11/16/1990,6:01 PM,67811,12.699,False,Finance
William,Male,6/29/2008,5:23 AM,111043,5.966,True,Distribution
Sarah,Female,8/31/1981,2:51 PM,37748,9.047,False,Human Resources
Julia,Female,3/2/1982,12:52 PM,36403,2.664,True,Finance
Dorothy,Female,11/5/2013,10:50 PM,140136,3.12,True,Business Development
Justin,Male,5/22/1986,6:30 AM,121508,19.334,True,Finance
Kevin,Male,11/20/1986,6:59 PM,79906,18.021,True,Sales
Victor,Male,9/24/2005,12:04 PM,123144,16.261,True,Product
Deborah,Female,11/25/1980,4:33 AM,46953,17.436,False,Client Services
Matthew,Female,6/9/2003,7:35 AM,79443,14.637,False,Human Resources
Alice,Female,5/2/1986,1:50 AM,51395,2.378,True,Finance
Todd,Male,3/16/2016,2:45 PM,134408,3.56,True,Human Resources
Frank,Male,1/10/1981,1:30 PM,71853,8.037,True,Sales
Christopher,Male,5/13/1999,10:48 AM,68028,7.869,True,Finance
Rose,Female,5/28/2015,8:40 AM,149903,5.63,False,Human Resources
Andrea,Female,10/1/2010,11:54 AM,79123,19.422,False,Distribution
Charles,Male,12/16/1999,8:28 PM,104014,7.077,False,Legal
Jessica,Female,3/7/2015,8:45 PM,121160,12.993,False,Client Services
Wanda,Female,7/20/2008,1:44 PM,65362,7.132,True,Legal
Joyce,Female,2/7/1995,7:38 AM,50701,14.227,True,Product
Billy,Male,12/1/2006,3:32 PM,144709,10.069,True,Distribution
Kathryn,Female,8/29/2007,6:10 AM,53061,11.864,True,Finance
Denise,Female,3/18/2001,12:02 AM,36697,11.196,True,Sales
Jason,Male,11/20/1998,2:54 PM,69244,6.22,True,Product
Nicholas,Male,3/1/2013,9:26 PM,101036,2.826,True,Human Resources
Aaron,Male,7/22/1990,2:53 PM,52119,11.343,True,Client Services
Louise,Female,5/13/2003,9:47 AM,46666,1.886,True,Business Development
Julie,Female,4/23/1998,5:52 AM,73437,2.518,True,Finance
Kathy,Female,5/8/1987,6:19 PM,86318,18.492,True,Sales
William,Male,5/24/2016,9:17 PM,76409,7.008,True,Distribution
Chris,Male,12/12/2006,1:57 AM,71642,1.496,False,Product
Cheryl,Female,8/16/1994,8:33 AM,67150,15.85,True,Marketing
Gregory,Male,5/15/2009,3:52 PM,142208,11.204,True,Engineering
Wayne,Male,1/30/1992,3:01 PM,81183,17.066,False,Client Services
Beverly,Female,11/30/2005,2:57 AM,107163,3.665,True,Human Resources
Willie,Male,8/22/2009,1:03 PM,55038,19.691,False,Legal
Terry,Female,7/15/2016,12:29 AM,140002,19.49,True,Marketing
Scott,Male,11/17/2012,2:47 PM,146812,1.965,True,Marketing
Annie,Female,12/19/1994,6:19 AM,40119,4.338,True,Human Resources
William,Male,2/21/1995,12:26 AM,136602,10.429,True,Marketing
Ruth,Female,10/24/2000,4:13 AM,69579,18.029,True,Human Resources
Deborah,Female,2/3/1983,11:38 PM,101457,6.662,False,Engineering
Patricia,Female,1/9/2015,4:16 AM,121232,16.624,False,Legal
Albert,Male,9/30/2007,5:34 PM,102626,15.843,False,Finance
Charles,Female,3/1/1987,1:00 PM,137171,5.574,True,Marketing
Tina,Female,1/17/2005,9:11 AM,88276,14.248,False,Legal
Jeremy,Male,8/9/2001,3:56 AM,43354,13.946,False,Marketing
Craig,Male,4/14/1996,9:17 AM,125556,7.996,False,Engineering
Jose,Male,7/11/2002,9:15 AM,59862,3.269,False,Product
Lawrence,Male,5/13/2005,1:25 AM,74640,18.641,False,Marketing
Helen,Female,10/31/1997,2:43 AM,52875,4.188,False,Legal
Walter,Male,8/4/2007,1:59 PM,58789,5.461,False,Sales
Amy,Female,6/19/2002,3:06 AM,122897,8.222,True,Engineering
Janice,Female,6/28/1997,1:48 PM,136032,10.696,True,Marketing
Stephen,Male,5/9/2015,7:07 PM,141958,9.078,True,Legal
Ryan,Male,7/20/1993,10:18 PM,139917,11.466,False,Distribution
Sharon,Female,3/12/2002,6:32 AM,147635,14.693,False,Human Resources
Joshua,Male,7/10/1984,7:22 PM,68230,8.047,False,Client Services
Clarence,Male,8/20/1992,8:23 PM,124365,8.457,False,Business Development
Jonathan,Male,8/15/2002,12:01 AM,104749,11.364,False,Engineering
Stephanie,Female,11/26/1992,12:54 AM,122121,7.937,True,Engineering
Kathy,Female,10/25/1996,12:59 PM,143541,8.461,False,Human Resources
Albert,Male,8/14/2008,5:43 PM,137840,9.705,False,Business Development
Michael,Male,5/22/2011,10:42 AM,73354,18.357,False,Business Development
Richard,Male,7/4/1997,11:47 AM,47647,18.787,True,Product
Amy,Female,3/30/2008,10:54 PM,106249,15.967,False,Sales
William,Female,4/27/2013,6:40 AM,93847,1.085,True,Business Development
Beverly,Female,5/3/1995,5:49 AM,104815,3.38,False,Product
William,Female,4/26/1992,8:01 PM,115436,3.099,True,Human Resources
Joe,Male,4/14/2000,3:14 PM,50645,11.119,False,Marketing
Ashley,Female,8/15/1997,9:48 PM,142415,1.985,True,Finance
Howard,Male,4/9/2012,6:36 AM,37984,2.021,False,Distribution
Cheryl,Female,12/3/2014,9:27 AM,71751,15.918,False,Business Development
Robert,Male,3/11/2007,11:20 AM,135882,19.944,False,Legal
Sharon,Female,7/1/2011,9:50 AM,46007,19.731,True,Client Services
Judith,Female,11/23/2007,1:22 PM,117055,7.461,False,Marketing
Nicholas,Female,9/9/1989,7:12 PM,58478,6.525,True,Distribution
Jerry,Male,1/30/1995,7:51 PM,121357,18.845,False,Business Development
Craig,Male,11/1/2005,11:31 PM,44857,13.266,False,Finance
Barbara,Female,3/21/2002,8:02 AM,47322,7.25,True,Sales
Eugene,Male,5/24/1984,10:54 AM,81077,2.117,False,Sales
Johnny,Male,2/26/2016,7:39 PM,76394,5.437,True,Marketing
Benjamin,Male,5/5/2013,3:28 PM,114356,7.123,False,Client Services
Diana,Female,6/13/1994,4:21 PM,41831,4.548,False,Business Development
Barbara,Female,12/10/1980,11:04 PM,90187,14.764,True,Distribution
Christine,Female,2/1/2003,1:11 PM,72613,11.126,False,Legal
Sean,Male,2/11/2013,7:07 PM,42748,9.765,False,Distribution
Sarah,Female,11/3/1980,2:47 PM,37259,1.763,False,Client Services
Roger,Male,8/3/2015,4:56 PM,125033,4.887,True,Marketing
William,Female,6/24/2014,10:05 AM,38275,10.494,True,Distribution
William,Male,4/20/1980,1:17 PM,71520,13.248,True,Engineering
Donald,Male,7/14/1995,7:51 AM,106472,6.499,True,Client Services
Clarence,Male,11/3/2015,12:11 AM,103684,18.654,True,Engineering
Scott,Male,11/23/1996,7:36 PM,96111,15.592,False,Human Resources
Ann,Female,11/4/1984,12:17 PM,90719,6.22,False,Business Development
Frank,Male,4/27/2003,12:04 PM,140303,17.07,False,Legal
Joe,Male,7/4/1983,7:32 AM,62161,8.13,True,Business Development
Wanda,Female,4/6/1993,3:11 AM,78883,19.695,False,Product
Jimmy,Male,11/19/2013,7:29 PM,63549,19.624,False,Product
Amy,Female,12/25/1984,10:52 AM,63888,18.115,True,Product
Larry,Male,1/8/1999,2:05 AM,97370,10.458,False,Sales
Gloria,Female,4/12/1992,8:26 PM,66224,15.979,True,Legal
Ruth,Female,12/12/1996,10:07 AM,97915,3.997,True,Human Resources
Diana,Female,1/19/1995,12:37 AM,86883,18.003,True,Product
Raymond,Male,2/16/2009,10:38 PM,37812,3.178,False,Human Resources
Peter,Male,2/22/2003,9:09 AM,56580,8.411,True,Product
William,Female,9/25/1981,9:59 AM,83895,17.971,True,Engineering
Catherine,Female,8/31/2013,7:24 PM,58047,14.858,True,Distribution
Diane,Female,7/5/1982,4:56 PM,124889,15.026,True,Sales
Peter,Female,10/13/2014,9:33 PM,118840,14.509,True,Client Services
Steve,Male,8/22/1995,6:58 AM,67780,9.54,True,Human Resources
Barbara,Female,3/22/2004,8:11 AM,144677,8.696,False,Finance
Helen,Female,12/2/1993,1:42 PM,45724,1.022,False,Product
Jimmy,Female,8/26/1983,2:48 AM,86676,7.175,True,Product
Christopher,Male,4/23/2014,7:52 AM,82401,7.252,False,Client Services
Kathleen,Female,6/13/2014,9:16 AM,35575,14.595,False,Distribution
Virginia,Female,5/2/2010,9:10 PM,123649,10.154,True,Marketing
Lisa,Female,2/26/2005,6:33 PM,38078,10.28,True,Product
Earl,Male,2/11/2014,9:03 PM,52620,13.773,False,Product
Gerald,Female,1/8/1992,3:50 PM,133366,12.292,False,Legal
Louise,Female,9/18/1981,5:47 AM,91462,8.205,False,Marketing
Clarence,Male,8/26/1982,9:47 AM,146589,4.905,True,Business Development
Cynthia,Female,9/14/1991,1:08 PM,51633,13.472,True,Business Development
Adam,Male,10/8/2010,9:53 PM,45181,3.491,False,Human Resources
Justin,Male,9/6/1999,10:30 AM,62454,3.459,True,Sales
William,Female,12/2/2009,3:30 AM,84746,4.82,True,Finance
Ruby,Female,5/1/1999,3:36 AM,147362,7.851,True,Engineering
Amanda,Female,8/1/2004,1:32 PM,80803,14.077,True,Distribution
Anna,Female,4/15/2008,2:34 PM,117293,2.366,False,Client Services
Roger,Male,7/3/2010,5:11 PM,105689,13.32,True,Marketing
Julie,Female,2/4/1999,5:35 PM,93302,9.048,True,Product
Joseph,Male,9/10/1992,6:50 PM,102555,3.672,True,Product
Evelyn,Female,9/22/1998,7:55 PM,51525,10.366,False,Finance
Janice,Female,1/2/1984,9:06 PM,41190,3.311,True,Sales
Sara,Female,2/25/1980,10:50 PM,75484,3.186,False,Finance
Gregory,Male,6/18/1984,3:46 AM,82726,16.304,True,Marketing
Philip,Male,7/18/1985,6:36 AM,122319,19.122,False,Engineering
Barbara,Female,9/2/1991,3:41 PM,127297,11.905,True,Product
Amanda,Female,6/7/2002,7:46 AM,109290,13.853,False,Engineering
Phyllis,Female,10/25/1985,7:11 AM,99150,6.007,False,Client Services
Anne,Female,10/26/1996,8:09 PM,71930,18.451,True,Product
Arthur,Male,12/16/2014,4:56 PM,66819,6.639,True,Marketing
Jane,Female,6/1/1994,8:39 AM,42424,18.115,False,Distribution
Linda,Female,8/18/1985,4:34 AM,51431,13.295,False,Engineering
Ashley,Female,11/17/1999,9:18 PM,120675,6.51,False,Human Resources
Shawn,Male,12/3/2009,10:24 AM,96610,2.097,True,Client Services
Kathleen,Female,9/20/1996,3:45 PM,71430,8.572,False,Engineering
Sara,Female,10/7/1983,1:35 PM,87713,18.863,True,Legal
Randy,Male,5/2/2002,7:39 PM,86723,14.842,False,Engineering
Andrew,Male,3/29/1985,6:57 PM,43414,7.563,True,Client Services
Marilyn,Female,8/9/2006,11:24 AM,87145,17.33,False,Human Resources
Johnny,Male,1/8/1995,1:35 PM,91124,12.986,True,Distribution
William,Female,4/1/1980,8:04 PM,48141,12.605,True,Product
Susan,Female,4/18/1986,9:31 AM,90829,19.142,False,Marketing
Ruby,Female,7/7/1980,3:42 AM,101262,6.773,False,Client Services
Kelly,Female,8/16/1996,3:09 AM,41427,1.431,False,Product
Jonathan,Male,4/6/1995,10:38 PM,56993,18.623,False,Marketing
Raymond,Male,1/13/1996,4:14 PM,114244,16.69,False,Human Resources
Kimberly,Female,12/30/1981,4:51 AM,81800,5.435,True,Product
William,Female,1/13/2009,1:01 PM,118736,7.421,True,Client Services
John,Male,1/22/1995,12:17 AM,66077,5.809,True,Product
Michael,Male,7/30/1993,5:35 PM,35013,14.879,False,Product
Jerry,Male,5/4/2003,4:29 AM,98393,11.393,False,Client Services
Amanda,Female,3/17/1982,11:46 PM,107111,1.438,True,Product
Harold,Male,10/18/2010,8:45 PM,65673,1.187,True,Legal
Harry,Male,1/27/1985,8:18 PM,65482,18.089,False,Product
Ernest,Male,1/28/1990,12:08 AM,81919,15.118,False,Marketing
Harry,Male,11/19/1982,11:25 AM,59277,10.2,False,Finance
Diane,Female,2/2/1988,6:14 PM,49501,13.506,False,Business Development
Jack,Male,5/30/2012,3:17 AM,70367,18.266,True,Legal
Shirley,Female,4/16/1988,11:09 AM,132156,2.754,False,Marketing
Rose,Female,10/30/2004,4:34 PM,56961,7.585,False,Marketing
Cheryl,Female,7/23/1982,6:28 AM,98841,8.945,True,Client Services
Cynthia,Female,5/23/1980,3:19 AM,78226,2.419,False,Human Resources
Sandra,Female,4/24/1995,7:14 PM,116931,9.657,True,Human Resources
Andrea,Female,10/30/1994,11:23 AM,87575,13.346,True,Business Development
Rachel,Female,4/22/1988,12:01 PM,110924,7.808,False,Distribution
Justin,Male,5/24/1981,11:15 PM,78351,15.221,False,Sales
Marie,Female,11/23/2000,5:06 AM,125574,4.644,False,Sales
Louis,Male,4/15/2011,5:02 AM,95198,2.075,False,Business Development
Nancy,Female,5/7/1985,10:20 PM,121006,3.512,True,Finance
Mark,Male,10/3/1984,5:31 AM,95728,6.752,True,Business Development
Teresa,Female,6/24/1987,7:37 PM,69740,8.294,False,Distribution
Frances,Female,7/21/2001,2:34 AM,91996,11.506,False,Product
William,Female,10/11/1990,10:57 PM,98385,10.925,True,Human Resources
Barbara,Female,12/20/1994,10:09 AM,90556,15.749,True,Distribution
Christine,Female,6/15/1980,6:00 PM,50366,9.862,True,Marketing
Bobby,Female,7/21/2003,3:50 PM,84232,15.704,True,Engineering
Carl,Female,10/26/1991,8:11 AM,100888,12.49,True,Business Development
Bruce,Male,3/15/2013,11:13 PM,141335,15.427,True,Engineering
Rose,Female,5/20/1982,9:14 AM,97691,2.142,False,Client Services
Mildred,Female,2/21/1981,3:30 AM,47266,10.256,False,Client Services
William,Male,10/13/1983,11:59 PM,139754,12.74,True,Sales
William,Female,10/24/1993,5:17 PM,116236,17.274,True,Engineering
Todd,Male,2/16/2010,11:29 AM,103405,15.91,False,Sales
Alan,Male,2/17/2012,12:26 AM,41453,10.084,False,Product
Elizabeth,Female,2/16/1981,3:58 AM,52730,12.525,False,Marketing
Julie,Female,10/21/2000,1:15 AM,60361,7.099,True,Distribution
Teresa,Female,1/3/1992,3:47 PM,63103,11.378,False,Finance
Eric,Male,11/12/2004,9:16 PM,65168,11.513,False,Distribution
Edward,Male,8/30/2001,1:24 AM,73105,6.083,True,Engineering
Kimberly,Female,12/6/1986,2:23 PM,37916,12.929,True,Distribution
Kathy,Female,1/14/2001,5:11 AM,45682,1.451,True,Marketing
Peter,Male,11/24/1992,5:43 PM,69297,1.268,False,Finance
Beverly,Female,10/22/1990,2:45 PM,59070,19.064,True,Engineering
Ralph,Male,3/7/2012,2:25 AM,81215,8.4,False,Finance
Justin,Male,8/10/1997,11:00 PM,128036,18.824,False,Client Services
Irene,Female,6/23/2005,11:03 AM,89780,8.999,True,Sales
Irene,Female,11/29/2006,2:14 PM,125018,9.601,True,Legal
Jeremy,Male,11/26/1997,8:22 AM,133033,12.2,False,Sales
Cynthia,Female,6/29/2015,6:38 AM,82408,8.701,True,Marketing
William,Female,4/13/1997,8:03 AM,131755,2.93,True,Product
Anne,Female,11/21/1984,12:30 PM,128305,16.636,False,Marketing
William,Female,9/2/1988,12:49 PM,147309,1.702,True,Distribution
Debra,Female,3/12/1983,12:19 PM,74911,19.513,False,Marketing
Michael,Male,7/13/1988,1:48 PM,47079,2.617,False,Legal
Jason,Female,3/6/2008,1:20 AM,82873,1.869,False,Client Services
Rebecca,Female,2/23/1990,3:21 PM,134673,6.878,False,Engineering
Andrea,Female,11/17/2011,2:37 PM,123591,6.5,True,Engineering
Carl,Male,3/30/1987,5:59 PM,75598,19.289,False,Product
Randy,Male,9/27/2000,3:04 AM,89831,13.047,True,Product
Marilyn,Female,7/2/1984,4:06 PM,92430,2.924,False,Engineering
Wayne,Male,9/2/2009,1:37 AM,126956,18.396,False,Human Resources
Frances,Female,11/12/1996,6:08 PM,112467,1.433,False,Business Development
Amanda,Female,8/11/1991,2:15 PM,46665,19.391,True,Client Services
Kathleen,Female,8/28/2004,10:49 AM,42553,3.756,True,Distribution
Amanda,Female,1/25/1995,5:06 AM,102081,5.203,False,Sales
Amanda,Female,3/16/2010,9:17 AM,135118,15.108,False,Finance
Shawn,Male,9/29/1987,10:11 PM,71975,9.77,False,Human Resources
Katherine,Female,8/13/1996,12:21 AM,149908,18.912,False,Finance
Anna,Female,3/13/1985,9:19 AM,45418,10.162,False,Marketing
Elizabeth,Female,2/21/2010,7:02 AM,79145,19.78,False,Finance
Donald,Male,4/6/1988,10:00 AM,122920,5.32,False,Product
Gregory,Male,11/15/1999,5:22 PM,128031,15.857,True,Business Development
Ruth,Female,2/17/2004,5:38 AM,59969,14.064,True,Finance
Cynthia,Female,7/5/1986,1:24 AM,35381,11.749,False,Finance
Deborah,Female,11/21/1985,1:40 PM,113129,17.371,False,Client Services
Willie,Male,12/5/2009,5:39 AM,141932,1.017,True,Engineering
Debra,Female,5/28/2006,6:51 AM,42296,16.922,False,Product
Carl,Male,12/14/1984,8:49 PM,63395,11.411,False,Legal
Walter,Male,9/24/2007,11:16 PM,125382,13.613,True,Client Services
Lisa,Female,2/9/1982,6:44 PM,113592,17.108,True,Marketing
Rebecca,Female,3/5/2000,10:33 AM,46750,11.367,True,Sales
Jessica,Female,10/19/1986,9:58 PM,90285,13.591,True,Client Services
Steve,Female,8/27/2009,3:41 PM,53692,4.785,True,Marketing
Mary,Female,12/24/1986,7:02 PM,100341,6.662,False,Distribution
Craig,Male,8/21/1995,2:38 AM,123876,4.225,False,Engineering
Katherine,Female,12/19/2000,1:40 AM,41643,4.659,True,Distribution
Andrea,Female,8/31/1989,11:10 PM,113760,12.866,True,Distribution
Timothy,Male,10/6/2010,10:49 PM,49473,12.463,False,Legal
Anthony,Male,2/13/2013,1:35 PM,146141,3.645,True,Distribution
Harold,Female,2/4/2004,11:02 AM,79459,7.776,True,Business Development
Douglas,Female,2/4/2009,2:03 AM,104496,14.771,True,Marketing
James,Male,12/5/2001,7:06 AM,67789,17.105,True,Legal
Joseph,Female,3/28/1982,1:05 PM,86564,11.879,True,Product
Martha,Female,9/14/2001,3:22 AM,135758,14.782,True,Client Services
Laura,Female,7/12/2000,6:07 PM,84672,3.96,False,Distribution
Robert,Male,11/5/1982,12:41 PM,111580,10.982,False,Human Resources
Ralph,Male,3/24/1996,11:54 AM,50455,16.248,False,Business Development
William,Male,8/28/2012,7:56 PM,88733,1.932,True,Human Resources
Diane,Female,10/30/2009,6:56 PM,130577,12.791,False,Marketing
Annie,Female,6/6/1992,10:04 AM,138925,9.801,True,Marketing
Jacqueline,Female,9/20/1994,6:07 PM,62371,15.77,True,Client Services
Brenda,Female,4/17/1984,7:12 AM,87715,2.675,False,Product
Lori,Female,9/11/2002,7:36 AM,66029,3.345,True,Client Services
Albert,Male,6/17/1992,3:25 AM,86818,14.301,True,Engineering
Frank,Male,11/23/2002,6:10 PM,75147,17.398,False,Product
Deborah,Female,4/23/2000,6:55 PM,105573,5.268,True,Product
Robin,Female,12/20/2005,2:42 PM,41230,6.611,True,Distribution
Alice,Female,1/21/2016,5:07 PM,117787,10.485,False,Product
William,Male,10/20/1989,9:37 AM,88086,19.387,True,Finance
Paul,Female,2/18/2011,12:23 PM,91462,18.704,False,Finance
William,Male,12/27/1996,7:07 AM,139959,8.992,True,Distribution
Brian,Male,4/7/2007,10:47 PM,93901,17.821,True,Legal
Julie,Female,5/8/1980,6:31 AM,50529,17.263,False,Finance
Bruce,Male,1/28/2007,11:10 PM,134988,13.926,True,Sales
Joan,Female,10/2/2007,2:53 AM,120941,3.694,True,Finance
Harold,Male,5/15/2007,6:37 PM,118753,8.162,False,Sales
Alice,Female,10/16/1995,9:19 PM,92799,2.782,False,Sales
Barbara,Female,11/12/2011,12:35 AM,85718,13.326,False,Client Services
Sarah,Female,4/6/1999,11:17 AM,109517,5.146,False,Human Resources
Samuel,Male,5/25/2012,4:40 PM,85550,11.593,True,Marketing
William,Male,5/23/1990,2:09 AM,136655,9.801,True,Distribution
Barbara,Female,8/2/2002,5:13 AM,43312,8.218,True,Legal
Amy,Female,5/19/1984,11:47 AM,102839,10.385,True,Distribution
Frank,Male,3/2/2009,9:15 PM,78891,7.927,True,Distribution
Robin,Female,9/16/2005,1:26 AM,93201,11.712,True,Legal
Debra,Female,3/17/2011,1:12 PM,84693,6.976,True,Finance
Brandon,Female,5/31/2004,3:36 PM,73587,9.769,True,Human Resources
Thomas,Male,9/7/1991,9:51 AM,65251,11.211,False,Distribution
Harry,Male,9/23/2015,1:36 AM,129148,15.193,True,Engineering
Todd,Male,7/4/1993,6:53 PM,128175,18.473,True,Product
Patricia,Female,3/7/1998,1:10 AM,75825,7.839,False,Engineering
Steve,Male,1/11/2002,9:17 PM,51821,1.197,True,Legal
William,Male,4/7/1995,4:32 AM,60411,12.048,True,Human Resources
Edward,Male,11/27/1997,1:00 AM,58327,17.095,True,Finance
Karen,Female,1/9/2014,10:09 PM,46478,16.552,False,Engineering
Martin,Female,2/6/2001,4:17 AM,123963,15.745,True,Engineering
Ann,Female,9/28/1994,5:44 AM,79796,9.851,False,Distribution
Jonathan,Male,7/30/1984,6:02 PM,83809,12.922,False,Distribution
Peter,Male,3/22/1982,7:28 AM,77933,13.132,True,Engineering
Eric,Male,6/15/1993,3:56 AM,51070,13.806,True,Business Development
Jason,Female,4/15/1988,8:16 PM,97480,11.518,False,Human Resources
Terry,Male,10/21/2010,11:18 PM,58357,7.969,False,Engineering
John,Male,1/29/1999,3:07 AM,67165,13.001,False,Engineering
Marie,Female,4/8/1983,2:01 PM,145988,18.685,True,Human Resources
Harold,Male,4/16/2010,5:13 AM,147417,11.626,True,Business Development
Joshua,Male,6/27/1997,3:23 PM,95003,5.197,True,Marketing
Brandon,Female,9/5/1992,2:32 AM,144187,11.416,True,Legal
Andrea,Female,12/10/2001,6:40 AM,37888,13.47,False,Engineering
Jeremy,Male,5/19/1991,1:40 PM,131513,1.876,True,Finance
Daniel,Male,2/29/2016,4:04 AM,77287,13.0,True,Product
Roy,Male,5/10/2004,1:22 PM,46875,12.942,True,Sales
Dorothy,Female,10/8/2008,12:22 AM,82744,19.111,True,Client Services
Steven,Male,9/7/1986,12:32 AM,43252,18.892,False,Client Services
Nicole,Female,4/26/2009,12:40 AM,66047,18.674,True,Marketing
Ann,Female,7/16/2001,9:27 AM,118431,12.772,True,Finance
Henry,Male,5/12/1986,2:04 AM,59943,1.432,False,Finance
William,Male,6/17/2009,1:00 PM,136681,3.655,True,Business Development
William,Female,12/18/1994,8:42 PM,138807,1.4,True,Human Resources
Barbara,Female,11/26/2002,5:32 AM,82884,6.837,True,Business Development
Judy,Female,4/5/2011,1:44 AM,48668,11.716,True,Product
Lawrence,Male,7/23/2011,3:41 AM,122971,14.618,False,Product
Joseph,Male,10/10/2010,11:12 PM,107050,12.737,False,Business Development
Carlos,Male,1/25/1981,10:00 AM,138598,14.737,False,Sales
Russell,Female,5/9/2009,11:59 AM,149456,3.533,False,Marketing
Jane,Female,7/10/1999,7:02 PM,128540,15.941,False,Legal
Martin,Male,2/25/2016,6:29 PM,61117,2.844,False,Client Services
Steven,Male,5/30/1980,8:25 PM,100949,13.813,True,Human Resources
Judy,Female,7/15/2011,3:38 PM,46829,5.19,True,Finance
James,Male,2/16/2008,2:49 AM,69111,14.625,True,Business Development
Gloria,Female,8/19/2004,10:31 AM,46602,1.027,True,Business Development
Ernest,Male,6/30/2001,1:46 PM,61181,16.559,False,Business Development
Martha,Female,7/17/1997,11:11 PM,94963,19.626,True,Business Development
Janet,Female,1/25/1986,5:48 AM,85789,9.712,False,Legal
Louis,Female,2/5/1983,6:39 PM,145274,16.379,False,Product
Tina,Female,8/6/1999,3:18 AM,102841,3.369,False,Client Services
Henry,Male,2/23/2007,3:24 AM,49665,18.338,False,Business Development
Antonio,Male,6/6/1999,10:54 PM,41928,5.478,True,Product
Lisa,Female,4/11/2007,1:04 AM,128042,2.03,True,Legal
Denise,Female,2/19/1984,6:22 AM,86150,3.997,False,Client Services
Stephen,Male,10/21/1984,6:26 AM,121816,10.615,True,Distribution
Benjamin,Male,4/12/1988,11:32 PM,123409,7.783,False,Product
Carl,Female,8/18/2007,8:01 AM,98295,7.617,True,Legal
Ruth,Female,9/2/1980,6:52 AM,59678,10.895,False,Distribution
Shawn,Male,12/29/2006,3:05 AM,57871,4.02,True,Human Resources
Jennifer,Female,3/31/2015,7:43 PM,132084,10.006,True,Engineering
Terry,Male,11/10/2004,4:33 AM,35633,3.947,True,Distribution
Jacqueline,Female,7/27/2008,12:08 PM,125298,3.019,True,Legal
Roger,Male,5/2/1988,10:04 PM,115582,15.343,True,Sales
Alice,Female,4/23/1995,6:35 AM,148339,11.479,True,Finance
Justin,Male,7/25/1991,12:45 AM,112975,9.699,False,Human Resources
Janet,Female,7/12/2008,12:10 PM,36927,18.769,False,Client Services
Robin,Female,3/26/2004,5:41 PM,70248,9.66,True,Sales
Samuel,Female,10/7/2002,3:08 AM,141305,9.849,True,Marketing
Katherine,Female,9/22/2006,8:08 PM,72002,13.178,True,Product
Peter,Male,5/22/1991,1:39 AM,102577,12.026,True,Product
Lillian,Female,8/14/2009,5:41 AM,113554,18.018,True,Business Development
William,Male,10/24/1986,9:23 AM,47176,10.736,True,Finance
William,Female,6/18/2000,7:36 AM,106428,10.867,True,Product
Rose,Female,11/3/1999,9:06 AM,75181,6.06,True,Finance
Bobby,Male,9/30/2004,10:52 PM,79047,18.784,False,Human Resources
Kimberly,Female,4/20/1986,3:55 PM,52970,4.513,False,Sales
Antonio,Male,12/28/2003,4:17 AM,137979,5.266,False,Distribution
Doris,Female,9/8/1984,7:03 PM,114360,17.799,True,Business Development
Steven,Male,7/5/2009,4:55 AM,110306,16.843,True,Human Resources
Lawrence,Male,7/3/1995,10:55 PM,46378,9.127,False,Product
William,Male,5/6/1986,4:41 PM,74104,17.68,True,Client Services
William,Female,4/15/1991,3:39 AM,132505,13.592,True,Product
Stephanie,Female,9/14/1982,8:14 AM,96649,3.453,False,Sales
William,Female,7/24/1982,12:00 AM,57811,8.941,True,Marketing
Sandra,Female,9/7/1989,4:17 PM,111468,2.58,True,Product
Kevin,Male,7/1/2005,3:22 PM,141498,4.135,True,Sales
Michelle,Female,3/31/2012,6:28 AM,124441,16.353,False,Business Development
Lisa,Female,7/8/2000,9:19 PM,40121,6.293,False,Product
Fred,Male,3/3/1989,2:27 AM,129712,11.058,False,Finance
Joseph,Male,11/4/1982,9:46 PM,126010,19.601,False,Legal
Anne,Female,4/18/1996,11:57 PM,122762,9.564,False,Distribution
Andrea,Female,7/22/1999,9:25 AM,149105,13.707,True,Distribution
Nicole,Female,3/1/2004,5:17 PM,44021,10.286,False,Product
Theresa,Female,10/7/1995,10:16 AM,42025,3.319,True,Human Resources
